IDTournament|Tournament|Indoor|TournamentType|Surface|Country|TournamentPrize|Draw|TournamentStart|TournamentEnd|e|y
205|Barclays ATP World Tour Finals|1|{'y': 2012, 'e': 605}|Hard|Great Britain|$5500000|4|05.11.2012|11.11.2012|605|2012
206|Brisbane International presented by Suncorp|0|{'y': 2013, 'e': 339}|Hard|Australia|$436630|32|31.12.2012|06.01.2013|339|2013
207|Aircel Chennai Open|0|{'y': 2013, 'e': 891}|Hard|India|$385150|32|31.12.2012|06.01.2013|891|2013
208|Qatar ExxonMobil Open|0|{'y': 2013, 'e': 451}|Hard|Qatar|$1054720|32|31.12.2012|06.01.2013|451|2013
209|Heineken Open|0|{'y': 2013, 'e': 301}|Hard|New Zealand|$433400|32|07.01.2013|13.01.2013|301|2013
210|Apia International Sydney|0|{'y': 2013, 'e': 338}|Hard|Australia|$436630|32|07.01.2013|13.01.2013|338|2013
211|Open Sud de France|1|{'y': 2013, 'e': 375}|Hard|France|€410200|32|04.02.2013|10.02.2013|375|2013
212|Royal Guard Open Chile |0|{'y': 2013, 'e': 505}|Clay|Chile|$410200|32|04.02.2013|10.02.2013|505|2013
213|PBZ Zagreb Indoors|1|{'y': 2013, 'e': 2276}|Hard|Croatia|€410200|32|04.02.2013|10.02.2013|2276|2013
214|ABN AMRO World Tennis Tournament|1|{'y': 2013, 'e': 407}|Hard|The Netherlands|€1267875|32|11.02.2013|17.02.2013|407|2013
215|SAP Open|1|{'y': 2013, 'e': 424}|Hard|CA, U.S.A.|$546930|32|11.02.2013|17.02.2013|424|2013
216|Brasil Open 2014|1|{'y': 2013, 'e': 533}|Clay|Brazil|$455775|32|11.02.2013|17.02.2013|533|2013
217|Copa Claro|0|{'y': 2013, 'e': 506}|Clay|Argentina|$493670|32|18.02.2013|24.02.2013|506|2013
218|Open 13|1|{'y': 2013, 'e': 496}|Hard|France|€528135|32|18.02.2013|24.02.2013|496|2013
219|U.S. National Indoor Tennis Championships|1|{'y': 2013, 'e': 402}|Hard|TN, U.S.A.|$1212750|32|18.02.2013|24.02.2013|402|2013
220|Abierto Mexicano Telcel|0|{'y': 2013, 'e': 807}|Clay|Mexico|$1212750|32|25.02.2013|03.03.2013|807|2013
221|Delray Beach Open by The  Venetian® Las Vegas|0|{'y': 2013, 'e': 499}|Hard|FL, U.S.A.|$455775|32|25.02.2013|03.03.2013|499|2013
222|Dubai Duty Free Tennis Championships|0|{'y': 2013, 'e': 495}|Hard|U.A.E.|$1785500|32|25.02.2013|03.03.2013|495|2013
223|BNP Paribas Open|0|{'y': 2013, 'e': 404}|Hard|CA, U.S.A.|$5191943|128|04.03.2013|17.03.2013|404|2013
224|Miami Open, presented by Itau|0|{'y': 2013, 'e': 403}|Hard|FL, U.S.A.|$4330625|128|18.03.2013|31.03.2013|403|2013
225|Grand Prix Hassan II|0|{'y': 2013, 'e': 360}|Clay|Morocco|€410200|32|08.04.2013|14.04.2013|360|2013
226|Fayez Sarofim & Co. U.S. Men's Clay Court Championship|0|{'y': 2013, 'e': 717}|Clay|TX, U.S.A.|$455775|32|08.04.2013|14.04.2013|717|2013
227|Monte-Carlo Rolex Masters|0|{'y': 2013, 'e': 410}|Clay|Monaco|€2646495|64|15.04.2013|21.04.2013|410|2013
228|Barcelona Open Banc Sabadell|0|{'y': 2013, 'e': 425}|Clay|Spain|€1708875|64|22.04.2013|28.04.2013|425|2013
229|BRD Nastase Tiriac Trophy|0|{'y': 2013, 'e': 773}|Clay|Romania|€410200|32|22.04.2013|28.04.2013|773|2013
230|BMW Open by FWU AG|0|{'y': 2013, 'e': 308}|Clay|Germany|€410200|32|29.04.2013|05.05.2013|308|2013
231|Portugal Open|0|{'y': 2013, 'e': 468}|Clay|Portugal|€410200|32|29.04.2013|05.05.2013|468|2013
232|Mutua Madrid Open|0|{'y': 2013, 'e': 1536}|Clay|Spain|€3368265|64|06.05.2013|12.05.2013|1536|2013
233|Internazionali BNL d'Italia|0|{'y': 2013, 'e': 416}|Clay|Italy|€2646495|64|13.05.2013|19.05.2013|416|2013
234|Düsseldorf Open|0|{'y': 2013, 'e': 6710}|Clay|Germany|€410200|32|20.05.2013|26.05.2013|6710|2013
235|Open de Nice Côte d’Azur|0|{'y': 2013, 'e': 6120}|Clay|France|€410200|32|20.05.2013|26.05.2013|6120|2013
236|Gerry Weber Open |0|{'y': 2013, 'e': 500}|Grass|Germany|€683665|32|10.06.2013|16.06.2013|500|2013
237|Aegon Championships|0|{'y': 2013, 'e': 311}|Grass|Great Britain|€683665|64|10.06.2013|16.06.2013|311|2013
238|Topshelf Open|0|{'y': 2013, 'e': 440}|Grass|The Netherlands|€410200|32|17.06.2013|23.06.2013|440|2013
239|Aegon International|0|{'y': 2013, 'e': 741}|Grass|Great Britain|€468460|32|17.06.2013|23.06.2013|741|2013
240|SkiStar Swedish Open|0|{'y': 2013, 'e': 316}|Clay|Sweden|€433770|32|08.07.2013|14.07.2013|316|2013
241|Hall of Fame Tennis Championships|0|{'y': 2013, 'e': 315}|Grass|RI, U.S.A.|$455775|32|08.07.2013|14.07.2013|315|2013
242|MercedesCup|0|{'y': 2013, 'e': 321}|Clay|Germany|€410200|32|08.07.2013|14.07.2013|321|2013
243|Claro Open Colombia|0|{'y': 2013, 'e': 6718}|Hard|Colombia|$638085|32|15.07.2013|21.07.2013|6718|2013
244|bet-at-home Open|0|{'y': 2013, 'e': 414}|Clay|Germany|€1102500|64|15.07.2013|21.07.2013|414|2013
245|BB&T Atlanta Open|0|{'y': 2013, 'e': 6116}|Hard|GA, USA|$546930|32|22.07.2013|28.07.2013|6116|2013
246|Crédit Agricole Suisse Open Gstaad|0|{'y': 2013, 'e': 314}|Clay|Switzerland|€410200|32|22.07.2013|28.07.2013|314|2013
247|Vegeta Croatia Open Umag|0|{'y': 2013, 'e': 439}|Clay|Croatia|€410200|32|22.07.2013|28.07.2013|439|2013
248|bet-at-home Cup Kitzbühel|0|{'y': 2013, 'e': 319}|Clay|Austria|€410200|32|29.07.2013|04.08.2013|319|2013
249|Citi Open|0|{'y': 2013, 'e': 418}|Hard|DC, USA|$1295790|64|29.07.2013|04.08.2013|418|2013
250|Rogers Cup|0|{'y': 2013, 'e': 421}|Hard|Montreal, Canada|$2887085|64|05.08.2013|11.08.2013|421|2013
251|Western & Southern Open - Cincinnati|0|{'y': 2013, 'e': 422}|Hard|OH, U.S.A.|$3079555|64|12.08.2013|18.08.2013|422|2013
252|Winston-Salem Open|0|{'y': 2013, 'e': 6242}|Hard|NC, U.S.A.|$575250|64|19.08.2013|25.08.2013|6242|2013
253|Moselle Open|1|{'y': 2013, 'e': 341}|Hard|France|€410200|32|16.09.2013|22.09.2013|341|2013
254|Negev Israel Open|1|{'y': 2013, 'e': 568}|Hard|Russia|$455775|32|16.09.2013|22.09.2013|568|2013
255|Thailand Open|1|{'y': 2013, 'e': 1720}|Hard|Thailand|$567530|32|23.09.2013|29.09.2013|1720|2013
256|Malaysian Open, Kuala Lumpur|1|{'y': 2013, 'e': 6003}|Hard|Malaysia|$875500|32|23.09.2013|29.09.2013|6003|2013
257|China Open|0|{'y': 2013, 'e': 747}|Hard|China|$2315250|32|30.09.2013|06.10.2013|747|2013
258|Rakuten Japan Open Tennis Championships|0|{'y': 2013, 'e': 329}|Hard|Japan|$1297000|32|30.09.2013|06.10.2013|329|2013
259|Shanghai Rolex Masters|0|{'y': 2013, 'e': 5014}|Hard|Shanghai, China|$3849445|64|07.10.2013|13.10.2013|5014|2013
260|Kremlin Cup by Bank of Moscow|1|{'y': 2013, 'e': 438}|Hard|Russia|$746750|32|14.10.2013|20.10.2013|438|2013
261|If Stockholm Open|1|{'y': 2013, 'e': 429}|Hard|Sweden|€530165|32|14.10.2013|20.10.2013|429|2013
262|Erste Bank Open|1|{'y': 2013, 'e': 337}|Hard|Austria|€501355|32|14.10.2013|20.10.2013|337|2013
263|Swiss Indoors Basel|1|{'y': 2013, 'e': 328}|Hard|Switzerland|€1445835|32|21.10.2013|27.10.2013|328|2013
264|Valencia Open 500|1|{'y': 2013, 'e': 573}|Hard|Spain|€1496095|32|21.10.2013|27.10.2013|573|2013
265|BNP Paribas Masters|1|{'y': 2013, 'e': 352}|Hard|France|€2646495|64|28.10.2013|03.11.2013|352|2013
266|Barclays ATP World Tour Finals|1|{'y': 2013, 'e': 605}|Hard|Great Britain|$6000000|4|04.11.2013|10.11.2013|605|2013
267|Brisbane International presented by Suncorp|0|{'y': 2014, 'e': 339}|Hard|Australia|$452670|32|30.12.2013|05.01.2014|339|2014
268|Aircel Chennai Open|0|{'y': 2014, 'e': 891}|Hard|India|$399985|32|30.12.2013|05.01.2014|891|2014
269|Qatar ExxonMobil Open|0|{'y': 2014, 'e': 451}|Hard|Qatar|$1096910|32|30.12.2013|05.01.2014|451|2014
270|Heineken Open|0|{'y': 2014, 'e': 301}|Hard|New Zealand|$455190|32|06.01.2014|12.01.2014|301|2014
271|Apia International Sydney|0|{'y': 2014, 'e': 338}|Hard|Australia|$452670|32|06.01.2014|12.01.2014|338|2014
272|Open Sud de France|1|{'y': 2014, 'e': 375}|Hard|France|€426605|32|03.02.2014|09.02.2014|375|2014
273|Royal Guard Open Chile |0|{'y': 2014, 'e': 505}|Clay|Chile|$426605|32|03.02.2014|09.02.2014|505|2014
274|PBZ Zagreb Indoors|1|{'y': 2014, 'e': 2276}|Hard|Croatia|€426605|32|03.02.2014|09.02.2014|2276|2014
275|Copa Claro|0|{'y': 2014, 'e': 506}|Clay|Argentina|$488890|32|10.02.2014|16.02.2014|506|2014
276|U.S. National Indoor Tennis Championships|1|{'y': 2014, 'e': 402}|Hard|TN, U.S.A.|$568805|32|10.02.2014|16.02.2014|402|2014
277|ABN AMRO World Tennis Tournament|1|{'y': 2014, 'e': 407}|Hard|The Netherlands|€1369305|32|10.02.2014|16.02.2014|407|2014
278|Delray Beach Open by The  Venetian® Las Vegas|0|{'y': 2014, 'e': 499}|Hard|FL, U.S.A.|$474005|32|17.02.2014|23.02.2014|499|2014
279|Open 13|1|{'y': 2014, 'e': 496}|Hard|France|€549260|32|17.02.2014|23.02.2014|496|2014
280|Rio Open presented by Claro hdtv|0|{'y': 2014, 'e': 6932}|Clay|Brazil|$1309770|32|17.02.2014|23.02.2014|6932|2014
281|Abierto Mexicano Telcel|0|{'y': 2014, 'e': 807}|Hard|Mexico|$1309770|32|24.02.2014|02.03.2014|807|2014
282|Dubai Duty Free Tennis Championships|0|{'y': 2014, 'e': 495}|Hard|U.A.E.|$1928340|32|24.02.2014|02.03.2014|495|2014
283|Brasil Open 2014|1|{'y': 2014, 'e': 533}|Clay|Brazil|$474005|32|24.02.2014|02.03.2014|533|2014
284|BNP Paribas Open|0|{'y': 2014, 'e': 404}|Hard|CA, U.S.A.|$5240015|128|03.03.2014|16.03.2014|404|2014
285|Miami Open, presented by Itau|0|{'y': 2014, 'e': 403}|Hard|FL, U.S.A.|$4720380|128|17.03.2014|30.03.2014|403|2014
286|Grand Prix Hassan II|0|{'y': 2014, 'e': 360}|Clay|Morocco|€426605|32|07.04.2014|13.04.2014|360|2014
287|Fayez Sarofim & Co. U.S. Men's Clay Court Championship|0|{'y': 2014, 'e': 717}|Clay|TX, U.S.A.|$474005|32|07.04.2014|13.04.2014|717|2014
288|Monte-Carlo Rolex Masters|0|{'y': 2014, 'e': 410}|Clay|Monaco|€2884675|64|14.04.2014|20.04.2014|410|2014
289|Barcelona Open Banc Sabadell|0|{'y': 2014, 'e': 425}|Clay|Spain|€1845585|64|21.04.2014|27.04.2014|425|2014
290|BRD Nastase Tiriac Trophy|0|{'y': 2014, 'e': 773}|Clay|Romania|€426605|32|21.04.2014|27.04.2014|773|2014
291|BMW Open by FWU AG|0|{'y': 2014, 'e': 308}|Clay|Germany|€426605|32|28.04.2014|04.05.2014|308|2014
292|Portugal Open|0|{'y': 2014, 'e': 468}|Clay|Portugal|€426605|32|28.04.2014|04.05.2014|468|2014
293|Mutua Madrid Open|0|{'y': 2014, 'e': 1536}|Clay|Spain|€3671405|64|05.05.2014|11.05.2014|1536|2014
294|Internazionali BNL d'Italia|0|{'y': 2014, 'e': 416}|Clay|Italy|€2884675|64|12.05.2014|18.05.2014|416|2014
295|Düsseldorf Open|0|{'y': 2014, 'e': 6710}|Clay|Germany|€426605|32|19.05.2014|25.05.2014|6710|2014
296|Open de Nice Côte d’Azur|0|{'y': 2014, 'e': 6120}|Clay|France|€426605|32|19.05.2014|25.05.2014|6120|2014
297|Gerry Weber Open |0|{'y': 2014, 'e': 500}|Grass|Germany|€711010|32|09.06.2014|15.06.2014|500|2014
298|Aegon Championships|0|{'y': 2014, 'e': 311}|Grass|Great Britain|€711010|64|09.06.2014|15.06.2014|311|2014
299|Topshelf Open|0|{'y': 2014, 'e': 440}|Grass|Netherlands|€426605|32|16.06.2014|22.06.2014|440|2014
300|Aegon International|0|{'y': 2014, 'e': 741}|Grass|Great Britain|€503185|32|16.06.2014|22.06.2014|741|2014
301|SkiStar Swedish Open|0|{'y': 2014, 'e': 316}|Clay|Sweden|€426605|32|07.07.2014|13.07.2014|316|2014
302|Hall of Fame Tennis Championships|0|{'y': 2014, 'e': 315}|Grass|RI, U.S.A.|$474005|32|07.07.2014|13.07.2014|315|2014
303|MercedesCup|0|{'y': 2014, 'e': 321}|Clay|Germany|€426605|32|07.07.2014|13.07.2014|321|2014
304|Claro Open Colombia|0|{'y': 2014, 'e': 6718}|Hard|Colombia|$663610|32|14.07.2014|20.07.2014|6718|2014
305|bet-at-home Open|0|{'y': 2014, 'e': 414}|Clay|Germany|€1190700|64|14.07.2014|20.07.2014|414|2014
306|BB&T Atlanta Open|0|{'y': 2014, 'e': 6116}|Hard|GA, USA|$568805|32|21.07.2014|27.07.2014|6116|2014
307|Crédit Agricole Suisse Open Gstaad|0|{'y': 2014, 'e': 314}|Clay|Switzerland|€426605|32|21.07.2014|27.07.2014|314|2014
308|Vegeta Croatia Open Umag|0|{'y': 2014, 'e': 439}|Clay|Croatia|€426605|32|21.07.2014|27.07.2014|439|2014
309|bet-at-home Cup Kitzbühel|0|{'y': 2014, 'e': 319}|Clay|Austria|€426605|32|28.07.2014|03.08.2014|319|2014
310|Citi Open|0|{'y': 2014, 'e': 418}|Hard|DC, USA|$1399700|64|28.07.2014|03.08.2014|418|2014
311|Rogers Cup|0|{'y': 2014, 'e': 421}|Hard|Toronto, Canada|$3146920|64|04.08.2014|10.08.2014|421|2014
312|Western & Southern Open - Cincinnati|0|{'y': 2014, 'e': 422}|Hard|OH, U.S.A.|$3356715|64|11.08.2014|17.08.2014|422|2014
313|Winston-Salem Open|0|{'y': 2014, 'e': 6242}|Hard|NC, U.S.A.|$598260|64|18.08.2014|24.08.2014|6242|2014
314|Moselle Open|1|{'y': 2014, 'e': 341}|Hard|France|€426605|32|15.09.2014|21.09.2014|341|2014
315|Malaysian Open, Kuala Lumpur|1|{'y': 2014, 'e': 6003}|Hard|Malaysia|$910520|32|22.09.2014|28.09.2014|6003|2014
316|Shenzhen Open|0|{'y': 2014, 'e': 6967}|Hard|China|$590230|32|22.09.2014|28.09.2014|6967|2014
317|China Open|0|{'y': 2014, 'e': 747}|Hard|China|$2500470|32|29.09.2014|05.10.2014|747|2014
318|Rakuten Japan Open Tennis Championships|0|{'y': 2014, 'e': 329}|Hard|Japan|$1228825|32|29.09.2014|05.10.2014|329|2014
319|Shanghai Rolex Masters|0|{'y': 2014, 'e': 5014}|Hard|Shanghai, China|$4195895|64|06.10.2014|12.10.2014|5014|2014
320|Noumea|0|{'y': 2010, 'e': 2205}|Hard|New Caledonia|$75000|32|04.01.2010|10.01.2010|2205|2010
321|Sao Paulo|0|{'y': 2010, 'e': 746}|Hard|Brazil|$125000|32|04.01.2010|10.01.2010|746|2010
322|Salinas|0|{'y': 2010, 'e': 59}|Hard|Ecuador|$35000|32|11.01.2010|17.01.2010|59|2010
323|Bucaramanga|0|{'y': 2010, 'e': 5016}|Clay|Colombia|$35000|32|25.01.2010|31.01.2010|5016|2010
324|Heilbronn|1|{'y': 2010, 'e': 460}|Hard|Germany|Ç85000|32|25.01.2010|31.01.2010|460|2010
325|Honolulu|0|{'y': 2010, 'e': 6112}|Hard|HI, USA|$50000|32|25.01.2010|31.01.2010|6112|2010
326|Burnie|0|{'y': 2010, 'e': 5018}|Hard|Australia|$50000|32|01.02.2010|07.02.2010|5018|2010
327|Dallas|1|{'y': 2010, 'e': 695}|Hard|TX, USA|$50000|32|01.02.2010|07.02.2010|695|2010
328|Kazan|1|{'y': 2010, 'e': 6114}|Hard|Russia|$50000|32|01.02.2010|07.02.2010|6114|2010
329|Bergamo|1|{'y': 2010, 'e': 854}|Hard|Italy|Ç42500|32|08.02.2010|14.02.2010|854|2010
330|Belgrade|1|{'y': 2010, 'e': 835}|Carpet|Serbia|Ç106500|32|15.02.2010|21.02.2010|835|2010
331|Tanger|0|{'y': 2010, 'e': 3769}|Clay|Morocco|Ç30000|32|15.02.2010|21.02.2010|3769|2010
332|Meknes|0|{'y': 2010, 'e': 3767}|Clay|Morocco|Ç30000|32|22.02.2010|28.02.2010|3767|2010
333|Cherbourg|1|{'y': 2010, 'e': 398}|Hard|France|Ç42500|32|01.03.2010|07.03.2010|398|2010
334|Kyoto|1|{'y': 2010, 'e': 91}|Carpet|Japan|$35000|32|08.03.2010|21.03.2010|91|2010
335|Rabat|0|{'y': 2010, 'e': 3566}|Clay|Morocco|Ç42500|32|08.03.2010|21.03.2010|3566|2010
336|Sarajevo|1|{'y': 2010, 'e': 1683}|Hard|Bosnia & Herzegovina|Ç30000|32|08.03.2010|21.03.2010|1683|2010
337|Caltanissetta|0|{'y': 2010, 'e': 5049}|Clay|Italy|Ç42500|32|15.03.2010|21.03.2010|5049|2010
338|Marrakech|0|{'y': 2010, 'e': 3585}|Clay|Morocco|Ç106500|32|15.03.2010|21.03.2010|3585|2010
339|Sunrise|0|{'y': 2010, 'e': 2207}|Hard|FL, USA|$125000|32|15.03.2010|21.03.2010|2207|2010
340|Barletta|0|{'y': 2010, 'e': 60}|Clay|Italy|Ç30000|32|22.03.2010|04.04.2010|60|2010
341|Jersey|1|{'y': 2010, 'e': 4040}|Hard|Great Britain|Ç42500|32|22.03.2010|04.04.2010|4040|2010
342|Rimouski|1|{'y': 2010, 'e': 3535}|Hard|Canada|$35000|32|22.03.2010|04.04.2010|3535|2010
343|Napoli|0|{'y': 2010, 'e': 443}|Clay|Italy|Ç30000|32|29.03.2010|04.04.2010|443|2010
344|St. Brieuc|1|{'y': 2010, 'e': 1796}|Clay|France|Ç30000|32|29.03.2010|04.04.2010|1796|2010
345|Bogota|0|{'y': 2010, 'e': 359}|Clay|Colombia|$125000|32|05.04.2010|11.04.2010|359|2010
346|Monza|0|{'y': 2010, 'e': 2208}|Clay|Italy|Ç30000|32|05.04.2010|11.04.2010|2208|2010
347|Baton Rouge|0|{'y': 2010, 'e': 3810}|Hard|LA, U.S.A.|$50000|32|12.04.2010|18.04.2010|3810|2010
348|Blumenau|0|{'y': 2010, 'e': 3407}|Clay|Brazil|$35000|32|12.04.2010|18.04.2010|3407|2010
349|Johannesburg|0|{'y': 2010, 'e': 5055}|Hard|South Africa|$100000|32|12.04.2010|18.04.2010|5055|2010
350|Leon|0|{'y': 2010, 'e': 1539}|Hard|Mexico|$35000|32|12.04.2010|18.04.2010|1539|2010
351|Pereira|0|{'y': 2010, 'e': 5063}|Clay|Colombia|$50000|32|12.04.2010|18.04.2010|5063|2010
352|Rome|0|{'y': 2010, 'e': 2151}|Clay|Italy|Ç30000|32|12.04.2010|18.04.2010|2151|2010
353|Athens|0|{'y': 2010, 'e': 3801}|Hard|Greece|Ç85000|32|19.04.2010|25.04.2010|3801|2010
354|Curitiba|0|{'y': 2010, 'e': 5059}|Clay|Brazil|$35000|32|19.04.2010|25.04.2010|5059|2010
355|Rome-2|0|{'y': 2010, 'e': 5057}|Clay|Italy|Ç30000|32|19.04.2010|25.04.2010|5057|2010
356|Tallahassee|0|{'y': 2010, 'e': 692}|Hard|FL, U.S.A.|$50000|32|19.04.2010|25.04.2010|692|2010
357|Manta|0|{'y': 2010, 'e': 2121}|Hard|Ecuador|$35000|32|26.04.2010|02.05.2010|2121|2010
358|Ostrava|0|{'y': 2010, 'e': 1797}|Clay|Czech Republic|Ç42500|32|26.04.2010|02.05.2010|1797|2010
359|Rhodes|0|{'y': 2010, 'e': 5061}|Hard|Greece|Ç30000|32|26.04.2010|02.05.2010|5061|2010
360|Tunis|0|{'y': 2010, 'e': 1541}|Clay|Tunisia|$125000|32|26.04.2010|02.05.2010|1541|2010
361|Cairo|0|{'y': 2010, 'e': 6123}|Clay|Egypt|$35000|32|03.05.2010|09.05.2010|6123|2010
362|Ramat Hasharon|0|{'y': 2010, 'e': 3909}|Hard|Israel|$100000|32|03.05.2010|09.05.2010|3909|2010
363|San Remo|0|{'y': 2010, 'e': 284}|Clay|Italy|Ç30000|32|03.05.2010|09.05.2010|284|2010
364|Savannah|0|{'y': 2010, 'e': 5067}|Clay|GA, USA|$50000|32|03.05.2010|09.05.2010|5067|2010
365|Biella|0|{'y': 2010, 'e': 6125}|Clay|Italy|Ç30000|32|10.05.2010|16.05.2010|6125|2010
366|Bordeaux|0|{'y': 2010, 'e': 3824}|Clay|France|Ç85000|32|10.05.2010|16.05.2010|3824|2010
367|Busan|0|{'y': 2010, 'e': 1741}|Hard|Korea|$75000|32|10.05.2010|16.05.2010|1741|2010
368|Sarasota|0|{'y': 2010, 'e': 5069}|Clay|FL, USA|$50000|32|10.05.2010|16.05.2010|5069|2010
369|Zagreb|0|{'y': 2010, 'e': 588}|Clay|Croatia|$50000|32|10.05.2010|16.05.2010|588|2010
370|Cremona|0|{'y': 2010, 'e': 3812}|Hard|Italy|Ç30000|32|17.05.2010|23.05.2010|3812|2010
371|Fergana|0|{'y': 2010, 'e': 603}|Hard|Uzbekistan|$35000|32|17.05.2010|23.05.2010|603|2010
372|Alessandria|0|{'y': 2010, 'e': 3837}|Clay|Italy|Ç30000|32|24.05.2010|06.06.2010|3837|2010
373|Carson|0|{'y': 2010, 'e': 3590}|Hard|CA, U.S.A.|$50000|32|24.05.2010|06.06.2010|3590|2010
374|Furth|0|{'y': 2010, 'e': 396}|Clay|Germany|Ç42500|32|31.05.2010|06.06.2010|396|2010
375|Nottingham|0|{'y': 2010, 'e': 1631}|Grass|Great Britain|Ç42500|32|31.05.2010|06.06.2010|1631|2010
376|Ojai|0|{'y': 2010, 'e': 2212}|Hard|CA, U.S.A.|$50000|32|31.05.2010|06.06.2010|2212|2010
377|Prostejov|0|{'y': 2010, 'e': 558}|Clay|Czech Republic|Ç106500|32|31.05.2010|06.06.2010|558|2010
378|Rome-3|0|{'y': 2010, 'e': 6127}|Clay|Italy|Ç30000|32|31.05.2010|06.06.2010|6127|2010
379|Kosice|0|{'y': 2010, 'e': 853}|Clay|Slovakia|Ç30000|32|07.06.2010|13.06.2010|853|2010
380|Swiss Open|0|{'y': 2010, 'e': 469}|Clay|Switzerland|Ç85000|32|07.06.2010|13.06.2010|469|2010
381|Bytom|0|{'y': 2010, 'e': 3591}|Clay|Poland|Ç30000|32|14.06.2010|20.06.2010|3591|2010
382|Milan|0|{'y': 2010, 'e': 3463}|Clay|Italy|Ç30000|32|14.06.2010|20.06.2010|3463|2010
383|Marburg|0|{'y': 2010, 'e': 6156}|Clay|Germany|Ç30000|32|21.06.2010|04.07.2010|6156|2010
384|Reggio Emilia|0|{'y': 2010, 'e': 1738}|Clay|Italy|Ç42500|32|21.06.2010|04.07.2010|1738|2010
385|Arad|0|{'y': 2010, 'e': 2119}|Clay|Romania|Ç30000|32|28.06.2010|04.07.2010|2119|2010
386|Braunschweig|0|{'y': 2010, 'e': 526}|Clay|Germany|Ç106500|32|28.06.2010|04.07.2010|526|2010
387|Turin|0|{'y': 2010, 'e': 1543}|Clay|Italy|Ç85000|32|28.06.2010|04.07.2010|1543|2010
388|Winnetka|0|{'y': 2010, 'e': 228}|Hard|IL, U.S.A.|$50000|32|28.06.2010|04.07.2010|228|2010
389|Oberstaufen|0|{'y': 2010, 'e': 833}|Clay|Germany|Ç30000|32|05.07.2010|11.07.2010|833|2010
390|Pozoblanco|0|{'y': 2010, 'e': 472}|Hard|Spain|Ç85000|32|05.07.2010|11.07.2010|472|2010
391|San Benedetto|0|{'y': 2010, 'e': 3945}|Clay|Italy|Ç30000|32|05.07.2010|11.07.2010|3945|2010
392|Siemens Open|0|{'y': 2010, 'e': 686}|Clay|The Netherlands|Ç42500|32|05.07.2010|11.07.2010|686|2010
393|Aptos|0|{'y': 2010, 'e': 467}|Hard|CA, U.S.A.|$75000|32|12.07.2010|18.07.2010|467|2010
394|Bogota-2|0|{'y': 2010, 'e': 576}|Clay|Colombia|$125000|32|12.07.2010|18.07.2010|576|2010
395|Rimini|0|{'y': 2010, 'e': 2117}|Clay|Italy|Ç42500|32|12.07.2010|18.07.2010|2117|2010
396|Lexington|0|{'y': 2010, 'e': 586}|Hard|KY, U.S.A.|$50000|32|19.07.2010|25.07.2010|586|2010
397|Orbetello|0|{'y': 2010, 'e': 6001}|Clay|Italy|Ç64000|32|19.07.2010|25.07.2010|6001|2010
398|Penza|0|{'y': 2010, 'e': 3468}|Hard|Russia|$50000|32|19.07.2010|25.07.2010|3468|2010
399|Porsche Open|0|{'y': 2010, 'e': 786}|Clay|Poland|Ç85000|32|19.07.2010|25.07.2010|786|2010
400|Recanati|0|{'y': 2010, 'e': 1743}|Hard|Italy|Ç30000|32|19.07.2010|25.07.2010|1743|2010
401|Cordenons|0|{'y': 2010, 'e': 2120}|Clay|Italy|Ç85000|32|26.07.2010|01.08.2010|2120|2010
402|Granby|0|{'y': 2010, 'e': 877}|Hard|Canada|$50000|32|26.07.2010|01.08.2010|877|2010
403|Saransk|0|{'y': 2010, 'e': 2118}|Clay|Russia|$50000|32|26.07.2010|01.08.2010|2118|2010
404|Tampere|0|{'y': 2010, 'e': 221}|Clay|Finland|Ç42500|32|26.07.2010|01.08.2010|221|2010
405|Beijing|0|{'y': 2010, 'e': 6167}|Hard|China|$75000|32|02.08.2010|08.08.2010|6167|2010
406|Campos Do Jordao|0|{'y': 2010, 'e': 849}|Hard|Brazil|$50000|32|02.08.2010|08.08.2010|849|2010
407|Kitzbuhel|0|{'y': 2010, 'e': 6169}|Clay|Austria|Ç64000|32|02.08.2010|08.08.2010|6169|2010
408|San Marino CEPU Open|0|{'y': 2010, 'e': 841}|Clay|San Marino|Ç85000|32|02.08.2010|08.08.2010|841|2010
409|ATP Open Castilla y Leon|0|{'y': 2010, 'e': 783}|Hard|Spain|Ç85000|32|02.08.2010|08.08.2010|783|2010
410|Vancouver|0|{'y': 2010, 'e': 254}|Hard|Canada|$100000|32|02.08.2010|08.08.2010|254|2010
411|Binghamton|0|{'y': 2010, 'e': 670}|Hard|NY, U.S.A.|$50000|32|09.08.2010|15.08.2010|670|2010
412|Brasilia|0|{'y': 2010, 'e': 6171}|Hard|Brazil|$35000|32|09.08.2010|15.08.2010|6171|2010
413|Istanbul|0|{'y': 2010, 'e': 226}|Hard|Turkey|$100000|32|09.08.2010|15.08.2010|226|2010
414|Samarkand|0|{'y': 2010, 'e': 447}|Clay|Uzbekistan|$35000|32|09.08.2010|15.08.2010|447|2010
415|Trani|0|{'y': 2010, 'e': 1604}|Clay|Italy|Ç30000|32|09.08.2010|15.08.2010|1604|2010
416|Karshi|0|{'y': 2010, 'e': 3967}|Hard|Uzbekistan|$35000|32|16.08.2010|22.08.2010|3967|2010
417|Salvador|0|{'y': 2010, 'e': 6173}|Hard|Brazil|$35000|32|16.08.2010|22.08.2010|6173|2010
418|San Sebastian|0|{'y': 2010, 'e': 3957}|Clay|Spain|Ç30000|32|16.08.2010|22.08.2010|3957|2010
